asin,name,brand,mrp,price,category,hook,feature_1,feature_2,feature_3,verdict,status
B0C4PVS224,"XIAOMI Mi 33W Fast Charging Cable USB C Quick Charge 4.0 Soniccharge Cord Compatible withMi, Redmi, ",XIAOMI,699,298,cable,The cable that actually lasts more than 3 months,Nylon braided design resists bending and fraying,Supports fast charging and data transfer,Works with all Type C Android and Lightning iPhone devices,Buy two - one for home one for office,ready
B098NS6PVG,"Ambrane Unbreakable 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets & other Type",Ambrane,349,149,cable,The cable that actually lasts more than 3 months,Nylon braided design resists bending and fraying,Supports fast charging and data transfer,Works with all Type C Android and Lightning iPhone devices,Buy two - one for home one for office,ready
B0FBL1G4S4,"Universal 360° Car Mobile Holder Non-Slip Dashboard Silicone Phone Mount, Adjustable for Landscape/P",Universal,599,265,accessory,The smartphone accessory that makes your phone more useful,Universal compatibility with all major smartphone brands,Premium build quality that lasts years not months,Compact design easy to carry and use anywhere,Highly practical and worth every rupee,ready
B0H7527FJM,"Macbot 100W Dual Output Fast Car Charger with Type-C PD & USB, LED Indicator, Charging Adapter Compa",Macbot,999,449,charger,Charges your phone faster than your original charger,Fast charging technology - phone charged in under 1 hour,Compatible with all Android phones and iPhones,Compact and travel friendly design,Upgrade your charging speed - your original charger is holding you back,ready
B0DQY9DJF7,"Ambrane 20W Type C Mobile Charger Adapter, Fast Charging for Android, iPhone 16/15/14/13/12/11/X (Pr",Ambrane,1199,549,charger,Charges your phone faster than your original charger,Fast charging technology - phone charged in under 1 hour,Compatible with all Android phones and iPhones,Compact and travel friendly design,Upgrade your charging speed - your original charger is holding you back,ready
B0H99Z54LH,"USB Type C to DC 5.5x2.1mm Power Cable 1m 5V-12V, Pack of 1 | USB-C male, DC 5.5x2.1mm male, 1m cabl",USB,299,139,cable,The cable that actually lasts more than 3 months,Nylon braided design resists bending and fraying,Supports fast charging and data transfer,Works with all Type C Android and Lightning iPhone devices,Buy two - one for home one for office,ready
B0GXT3RT1D,360° Rotatable Car Dashboard Mobile Holder with Parking Number Plate | Anti-Slip Silicone Phone Stan,360°,499,229,accessory,The smartphone accessory that makes your phone more useful,Universal compatibility with all major smartphone brands,Premium build quality that lasts years not months,Compact design easy to carry and use anywhere,Highly practical and worth every rupee,ready
B0FM83QNT1,"Zebronics 15W Magsafe Wireless Charger, Cleaning Kit, 60W Data Cable Kit - Type C, Micro USB, Lightn",Zebronics,2499,1158,charger,Charges your phone faster than your original charger,Fast charging technology - phone charged in under 1 hour,Compatible with all Android phones and iPhones,Compact and travel friendly design,Upgrade your charging speed - your original charger is holding you back,ready
B0H4RGMZ6T,80W Fast Charger for Realme 15x (India) Original QC Adapter Type C 3.0A High Speed Fast Turbo Charge,80W,1899,899,charger,Charges your phone faster than your original charger,Fast charging technology - phone charged in under 1 hour,Compatible with all Android phones and iPhones,Compact and travel friendly design,Upgrade your charging speed - your original charger is holding you back,ready
B0H3QF4PJP,"20000mAh Power Bank, Fast Charging 22.5W, LED Display, Portable | Powervolt 102 Max, LED battery dis",20000mAh,2999,1399,powerbank,Never worry about low battery when you are away from home,High capacity - charges your phone 2 to 3 times fully,Fast charging support - powers up your phone quickly,Slim and lightweight - fits easily in your pocket or bag,Best power bank for travel and daily commute,ready
B0DYDH8Z9L,"ZEBRONICS 20000 mAh Compact Power Bank, 22.5W Super Fast Charging, PD3.0 (PPS), Dual Type-C & USB-A,",ZEBRONICS,2999,1399,powerbank,Never worry about low battery when you are away from home,High capacity - charges your phone 2 to 3 times fully,Fast charging support - powers up your phone quickly,Slim and lightweight - fits easily in your pocket or bag,Best power bank for travel and daily commute,ready
B0C6V2Z2BH,"Amazon Basics Bluetooth Extendable Selfie Sticks with Wireless Remote, Light & Tripod Stand, Compati",Amazon,849,401,accessory,The smartphone accessory that makes your phone more useful,Universal compatibility with all major smartphone brands,Premium build quality that lasts years not months,Compact design easy to carry and use anywhere,Highly practical and worth every rupee,ready
B0C49678FJ,"OJBSEN Smartphone Case for Galaxy S23 Ultra, SC-52D SCG20, With 2 Straps, Adjustable, Shoulder Strap",OJBSEN,12073,5816,case,Protect your expensive phone without adding bulk or weight,Drop tested protection for your phone screen and back,Precise cutouts for camera buttons and charging port,Slim fit looks good and feels premium in hand,Worth buying before you crack your screen,ready
B0H26785V6,"T310 Best in Segment for Calling, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic & 40 H",T310,1149,549,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0H267M1T3,"AIR 7 PRO TWS Ear Buds Black, TWS Earbuds | Noise Reduction | Touch Control | Gaming Mode, Wireless ",AIR,1149,549,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0H263QYQ8,"AIR 7 PRO TWS Ear Buds RED, Best in TWS Earbuds | Noise Reduction | Touch Control | Gaming Mode, Wir",AIR,1149,549,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0H1S6LKJ3,"Infinix SMART 20 (Shadow Black, 4GB RAM, 64GB Storage) | MediaTek Helio G81 Ultimate Processor | 8MP",Infinix,24999,12299,smartphone,Infinix smartphone at 51% off - best deal on Amazon India right now,Powerful processor handles gaming and multitasking smoothly,Long lasting battery keeps you going all day,Good camera system for photos and videos at this price,Best value for money smartphone under Rs12299 on Amazon India,ready
B0H1S829WN,"Infinix SMART 20 (Polaris Titanium, 4GB RAM, 64GB Storage) | MediaTek Helio G81 Ultimate Processor |",Infinix,24999,12199,smartphone,Infinix smartphone at 51% off - best deal on Amazon India right now,Powerful processor handles gaming and multitasking smoothly,Long lasting battery keeps you going all day,Good camera system for photos and videos at this price,Best value for money smartphone under Rs12199 on Amazon India,ready
B0FFTHXML7,"KERATIN 25W Type-C Fast Charger Adapter, World's 1st Hold & Charge, Compatible with All Android, iOS",KERATIN,1799,879,charger,Charges your phone faster than your original charger,Fast charging technology - phone charged in under 1 hour,Compatible with all Android phones and iPhones,Compact and travel friendly design,Upgrade your charging speed - your original charger is holding you back,ready
B0FWCTNNHT,Magnetic Selfie Smartphone Mirror for Back Camera Vlogging Phone Selfie Tool Black,Magnetic,1708,859,accessory,The smartphone accessory that makes your phone more useful,Universal compatibility with all major smartphone brands,Premium build quality that lasts years not months,Compact design easy to carry and use anywhere,Highly practical and worth every rupee,ready
B0D5HTDWSC,Lifelong Electronics 20000mAh 22.5W Fast Charging Power Bank | 3 Inputs (1 Built-in USB A Cable + 1 ,Lifelong,3999,1998,powerbank,Never worry about low battery when you are away from home,High capacity - charges your phone 2 to 3 times fully,Fast charging support - powers up your phone quickly,Slim and lightweight - fits easily in your pocket or bag,Best power bank for travel and daily commute,ready
B0G4QHFKC3,"Noise Newly Launched India's 1st Power Bank 20000mAh 45W Ultra Fast Charging: Built-in Type-C Cable,",Noise,4999,2499,powerbank,Never worry about low battery when you are away from home,High capacity - charges your phone 2 to 3 times fully,Fast charging support - powers up your phone quickly,Slim and lightweight - fits easily in your pocket or bag,Best power bank for travel and daily commute,ready
B0G4QHCJRB,"Noise Newly Launched India's 1st Power Bank 20000mAh 45W Ultra Fast Charging: Built-in Type-C Cable,",Noise,4999,2499,powerbank,Never worry about low battery when you are away from home,High capacity - charges your phone 2 to 3 times fully,Fast charging support - powers up your phone quickly,Slim and lightweight - fits easily in your pocket or bag,Best power bank for travel and daily commute,ready
B0H5WCVW6M,"Back Cover for iPhone 17, Designer Tempered Glass Phone Case Indigo Blue Flower Print Shockproof TPU",Back,998,498,case,Protect your expensive phone without adding bulk or weight,Drop tested protection for your phone screen and back,Precise cutouts for camera buttons and charging port,Slim fit looks good and feels premium in hand,Worth buying before you crack your screen,ready
B0FVF9GNCG,"PRO Plus Z2 Bluetooth Neckband Earphones, ENC Mic, 38HRS Playback, Fast Charge, Magnetic Earbuds, De",PRO,1999,999,earphone,Sound quality that makes your music actually enjoyable,Powerful bass and crystal clear treble for all music genres,Comfortable fit stays in ear even during workouts,Built in mic for clear hands free calls,Best earphone you can buy at this price in India,ready
B0GLNY8ZF4,Screen Protector compatible with Realme P4 Power 5G (1 BACK CARBON FIBER SKIN + 4 CAMERA LENS PROTEC,Screen,599,299,protector,One scratch can ruin your phone screen - this prevents it,9H tempered glass - harder than your phone screen,Crystal clear - no effect on touch sensitivity or display,Easy bubble free installation in 2 minutes,Cheapest insurance you can buy for your phone screen,ready
B0DZCXWG73,ARBAN Mobile Screen Protector for Motorola ThinkPhone 25 5G (1 Front Screen Guard + 1 Back Carbon Fi,ARBAN,599,299,protector,One scratch can ruin your phone screen - this prevents it,9H tempered glass - harder than your phone screen,Crystal clear - no effect on touch sensitivity or display,Easy bubble free installation in 2 minutes,Cheapest insurance you can buy for your phone screen,ready
B0GQBHQQTZ,Screen Protector compatible with Samsung Galaxy S26 Ultra 5G (1 BACK CARBON FIBER SKIN + 4 CAMERA LE,Screen,599,299,protector,One scratch can ruin your phone screen - this prevents it,9H tempered glass - harder than your phone screen,Crystal clear - no effect on touch sensitivity or display,Easy bubble free installation in 2 minutes,Cheapest insurance you can buy for your phone screen,ready
B0GVF3T8P5,Screen Protector compatible with Samsung Galaxy A57 5G (1 FRONT TEMPERED GLASS + 1 BACK CARBON FIBER,Screen,599,299,protector,One scratch can ruin your phone screen - this prevents it,9H tempered glass - harder than your phone screen,Crystal clear - no effect on touch sensitivity or display,Easy bubble free installation in 2 minutes,Cheapest insurance you can buy for your phone screen,ready
B0GNZZ3DF1,ARBAN Mobile Screen Protector compatible with itel A200 Plus 4G (1 Front Screen Guard + 1 Back Carbo,ARBAN,599,299,protector,One scratch can ruin your phone screen - this prevents it,9H tempered glass - harder than your phone screen,Crystal clear - no effect on touch sensitivity or display,Easy bubble free installation in 2 minutes,Cheapest insurance you can buy for your phone screen,ready
B0GS9PP989,"Capes MagLock 240W USB C to C Fast Charging Cable, Magnetic Flat Braided 1m Type C with E-Marker Chi",Capes,1999,999,cable,The cable that actually lasts more than 3 months,Nylon braided design resists bending and fraying,Supports fast charging and data transfer,Works with all Type C Android and Lightning iPhone devices,Buy two - one for home one for office,ready
B0GTPTKCRD,"Capes Maglock Anywhere Mount Magnetic Phone Holder for Car, Gym & Home | 360° Rotatable & Foldable M",Capes,1999,999,accessory,The smartphone accessory that makes your phone more useful,Universal compatibility with all major smartphone brands,Premium build quality that lasts years not months,Compact design easy to carry and use anywhere,Highly practical and worth every rupee,ready
B0CL9C46S1,"Ambrane 22.5W Magnetic Magsafe 3In1 Wireless Charger for 16/16 +/16 Pro/16 Pro Max, iPhone 15/15 Plu",Ambrane,3999,1999,charger,Charges your phone faster than your original charger,Fast charging technology - phone charged in under 1 hour,Compatible with all Android phones and iPhones,Compact and travel friendly design,Upgrade your charging speed - your original charger is holding you back,ready
B0GMHSNZRM,"KAVANA Selfie Stick with Tripod Stand, 6 Feet Length, Wireless Remote, Detachable Holder, Bluetooth ",KAVANA,899,449,accessory,The smartphone accessory that makes your phone more useful,Universal compatibility with all major smartphone brands,Premium build quality that lasts years not months,Compact design easy to carry and use anywhere,Highly practical and worth every rupee,ready
B0GRBH8916,"realme P4 Lite Smartphone, 4GB RAM, 64GB Storage, Beach Gold | 6,300mAh massive battery , a highly d",Realme,24999,12719,smartphone,Realme smartphone at 49% off - best deal on Amazon India right now,Powerful processor handles gaming and multitasking smoothly,Long lasting battery keeps you going all day,Good camera system for photos and videos at this price,Best value for money smartphone under Rs12719 on Amazon India,ready
B0GRB7CDXN,"realme P4 Lite Smartphone, 4GB RAM, 64GB Storage, Sea Blue",Realme,24999,12719,smartphone,Realme smartphone at 49% off - best deal on Amazon India right now,Powerful processor handles gaming and multitasking smoothly,Long lasting battery keeps you going all day,Good camera system for photos and videos at this price,Best value for money smartphone under Rs12719 on Amazon India,ready
B0GPDK4MMN,"OPPO K14x 5G Smartphone, Prism Violet, 4GB RAM, 128GB Storage",Oppo,35999,18490,smartphone,Oppo smartphone at 49% off - best deal on Amazon India right now,Powerful processor handles gaming and multitasking smoothly,Long lasting battery keeps you going all day,Good camera system for photos and videos at this price,Best value for money smartphone under Rs18490 on Amazon India,ready
B0H6FR5XMP,"110W Fast Charging Wall Charger, USB and Type-C Support, Direct Plug & Play, Compact Pocket Size, Bl",110W,2499,1279,charger,Charges your phone faster than your original charger,Fast charging technology - phone charged in under 1 hour,Compatible with all Android phones and iPhones,Compact and travel friendly design,Upgrade your charging speed - your original charger is holding you back,ready
B0H6MLVLCZ,"realme P4R 5G Smartphone Titanium Glare 4 GB RAM 128 GB | 8000mAh Battery, 144Hz Display, 1200nits B",Realme,34999,18339,smartphone,Realme smartphone at 48% off - best deal on Amazon India right now,Powerful processor handles gaming and multitasking smoothly,Long lasting battery keeps you going all day,Good camera system for photos and videos at this price,Best value for money smartphone under Rs18339 on Amazon India,ready
B0H6BPF6YS,"realme P4R 5G Smartphone, Silver Glare, 4GB RAM, 128GB | 8000mAh Battery, 144Hz Display",Realme,34999,18339,smartphone,Realme smartphone at 48% off - best deal on Amazon India right now,Powerful processor handles gaming and multitasking smoothly,Long lasting battery keeps you going all day,Good camera system for photos and videos at this price,Best value for money smartphone under Rs18339 on Amazon India,ready
B0H6C1F3RC,"realme P4R 5G Smartphone, Lavender Glare, 8000mAh Battery, 144Hz Display, 4 GB RAM, 128 GB Storage",Realme,34999,18339,smartphone,Realme smartphone at 48% off - best deal on Amazon India right now,Powerful processor handles gaming and multitasking smoothly,Long lasting battery keeps you going all day,Good camera system for photos and videos at this price,Best value for money smartphone under Rs18339 on Amazon India,ready
B0H1JG89ZB,"iQOO Z10 Lite 5G (Titanium Blue 2026, 4GB RAM, 64GB Storage) | Dimensity 6300 5G Processor | 50MP So",iQOO,27999,16999,smartphone,iQOO smartphone at 39% off - best deal on Amazon India right now,Powerful processor handles gaming and multitasking smoothly,Long lasting battery keeps you going all day,Good camera system for photos and videos at this price,Best value for money smartphone under Rs16999 on Amazon India,ready
B0H1JGWF81,"iQOO Z10 Lite 5G (Cyber Green 2026, 4GB RAM, 64GB Storage) | Dimensity 6300 5G Processor | 50MP Sony",iQOO,27999,16999,smartphone,iQOO smartphone at 39% off - best deal on Amazon India right now,Powerful processor handles gaming and multitasking smoothly,Long lasting battery keeps you going all day,Good camera system for photos and videos at this price,Best value for money smartphone under Rs16999 on Amazon India,ready
B0H1JG522K,"iQOO Z10 Lite 5G (Cyber Green 2026, 4GB RAM, 128GB Storage) | Dimensity 6300 5G Processor | 50MP Son",iQOO,28999,18999,smartphone,iQOO smartphone at 34% off - best deal on Amazon India right now,Powerful processor handles gaming and multitasking smoothly,Long lasting battery keeps you going all day,Good camera system for photos and videos at this price,Best value for money smartphone under Rs18999 on Amazon India,ready
B0GP7LM2LN,"iQOO Z11x 5G (Prismatic Green, 6GB RAM, 128 GB Storage) | Dimensity 7400-Turbo Processor | 7200 mAh ",iQOO,28990,24999,smartphone,iQOO smartphone at 14% off - best deal on Amazon India right now,Powerful processor handles gaming and multitasking smoothly,Long lasting battery keeps you going all day,Good camera system for photos and videos at this price,Best value for money smartphone under Rs24999 on Amazon India,ready
